EndToEndId;DataHora;Valor;Moeda;Pagador_Nome;Pagador_CPF_CNPJ;Pagador_Banco;Recebedor_Nome;Recebedor_CPF_CNPJ;Recebedor_Banco;ChavePix_Utilizada;TipoChave;Descricao;Status;Anomalia
2e726c70-0803-43b4-a793-ac93e0f1b9b1;2025-07-10 02:12:56;3376.53;BRL;Eduardo Fogaça;60.772.854/0001-14;Banco Inter;Maria Luiza Cardoso;802.589.760-10;Banco Safra;547.655.646-90;CPF;Pagamento referente ao serviço 894;Estornada;0
42317705-36f0-43cf-953a-946ddb0bcb40;2025-08-10 19:27:56;1764.09;BRL;Ana Julia Moura;495.358.255-16;C6 Bank;Dr. Arthur Correia;89.628.671/0001-10;Itaú Unibanco;7fd22909-d671-4fa7-abc1-9b959d4c33a3;Chave Aleatória;Pagamento referente ao serviço 496;Estornada;0
ef794a5c-cad7-4aa2-808f-e316955ea056;2025-08-11 10:37:56;528.37;BRL;Dr. Augusto Cavalcanti;12.523.639/0001-87;Bradesco;Rodrigo Mendes;21.312.508/0001-13;Itaú Unibanco;user534@email.com;E-mail;Pagamento referente ao serviço 449;Concluída;0
058a2cea-76d4-4489-849e-4ebf026e4e59;2025-08-11 02:40:56;1769.88;BRL;Bruna Dias;922.955.675-10;Itaú Unibanco;Yuri Peixoto;316.342.515-85;Banco Inter;user107@email.com;E-mail;Pagamento referente ao serviço 665;Concluída;0
e15e4cb4-0157-43c2-a8b6-6cca5a7d1040;2025-07-10 01:15:56;3858.9;BRL;Clarice Ramos;514.171.529-20;Santander Brasil;Brenda da Conceição;86.865.328/0001-68;Itaú Unibanco;+551594986-9395;Telefone;Pagamento referente ao serviço 520;Pendente;0
2acb127f-01a0-452d-aaaa-62b138c403d4;2025-08-16 00:20:56;265.95;BRL;Maria Sophia Araújo;154.103.985-88;BTG Pactual;Lorenzo Cavalcanti;149.448.785-97;BTG Pactual;69.495.562/0001-41;CNPJ;Pagamento referente ao serviço 693;Estornada;0
13ee565e-ced8-4368-b395-6903a3725ffb;2025-08-01 09:08:56;2783.53;BRL;Maria Vitória Alves;73.104.714/0001-51;C6 Bank;Isabella Peixoto;98.748.489/0001-40;Itaú Unibanco;83aa3493-8c4f-4189-94a5-8ec82ef6a476;Chave Aleatória;Pagamento referente ao serviço 539;Pendente;0
d95cecd6-25e6-4ab4-9073-3617d1c86e15;2025-07-03 14:09:56;3596.19;BRL;Sophia Souza;71.107.867/0001-32;Santander Brasil;Isabelly Barros;83.476.588/0001-62;Caixa Econômica Federal;590.903.712-80;CPF;Pagamento referente ao serviço 186;Estornada;0
5fe591e1-b686-49be-a7ba-4d378e580b03;2025-07-15 09:18:56;2071.4;BRL;Davi Martins;970.933.185-78;Nubank;João Vitor Viana;154.804.225-13;Banco Inter;user824@email.com;E-mail;Pagamento referente ao serviço 70;Estornada;0
420829da-ee33-45b5-8711-7a7a0b1fdcb9;2025-07-05 23:23:56;4282.75;BRL;Augusto Viana;356.441.279-30;Itaú Unibanco;Yago Oliveira;97.664.958/0001-45;Santander Brasil;+552192674-4344;Telefone;Pagamento referente ao serviço 821;Pendente;0
18d4e9f4-3438-43eb-bdd2-e35f1d9111e9;2025-06-25 20:22:56;1710.91;BRL;Maria Sophia Souza;95.634.750/0001-51;BTG Pactual;Emilly Jesus;64.733.837/0001-75;Bradesco;user863@email.com;E-mail;Pagamento referente ao serviço 78;Pendente;0
cb68389e-1df4-419f-8478-2dddefd59c03;2025-08-03 01:05:56;3568.26;BRL;Marcelo Viana;325.851.573-64;C6 Bank;Maitê Lima;71.717.480/0001-69;Caixa Econômica Federal;+551599137-9485;Telefone;Pagamento referente ao serviço 797;Pendente;0
f9b418b4-9661-400d-be39-9cdbf2586a36;2025-08-01 13:48:56;3093.16;BRL;Bryan Cavalcanti;544.221.752-97;Santander Brasil;Isabella Barros;802.155.386-22;Banco Pan;92.411.157/0001-56;CNPJ;Pagamento referente ao serviço 414;Estornada;0
c2d7e4d7-b89a-40cc-81d0-d5b5c38482ed;2025-07-06 00:18:56;4146.76;BRL;Sra. Laís Sales;76.819.921/0001-11;Bradesco;Sarah das Neves;83.133.664/0001-66;Santander Brasil;user372@email.com;E-mail;Pagamento referente ao serviço 533;Concluída;0
83302cfd-ef64-4d8f-b385-f1d4321a1341;2025-07-10 21:15:56;4399.36;BRL;Emanuella Souza;33.377.183/0001-31;Santander Brasil;Rebeca Barbosa;56.659.985/0001-75;Bradesco;user178@email.com;E-mail;Pagamento referente ao serviço 440;Concluída;0
f251a76e-0f4b-4a46-8f83-beab7f966e52;2025-08-15 12:09:56;4480.53;BRL;Sr. Emanuel da Luz;178.891.185-42;Banco Pan;Sr. Rafael Costela;79.313.462/0001-83;Bradesco;user175@email.com;E-mail;Pagamento referente ao serviço 783;Pendente;0
ceece779-127c-4e18-a5dd-f63cc985bebf;2025-06-25 19:53:56;2167.86;BRL;Diogo Monteiro;75.148.726/0001-51;Nubank;Isaac da Paz;59.630.557/0001-52;C6 Bank;user150@email.com;E-mail;Pagamento referente ao serviço 655;Pendente;0
9840cc96-106f-49f9-b370-38c38c41ecf9;2025-07-05 14:28:56;1024.36;BRL;Francisco Duarte;41.195.918/0001-79;Nubank;Maitê Ferreira;84.328.919/0001-95;Bradesco;a06a35b3-cf00-4d82-ba4f-e01070727dc9;Chave Aleatória;Pagamento referente ao serviço 795;Estornada;0
1d5e8e3a-eec2-4e06-a54b-253a00a4565b;2025-08-05 18:28:56;4526.78;BRL;Dr. Lucca Duarte;37.810.917/0001-70;Caixa Econômica Federal;Maria Eduarda da Costa;37.481.789/0001-32;Banco Inter;866.992.135-28;CPF;Pagamento referente ao serviço 814;Estornada;0
11d069ab-a5bc-4fcb-b7f8-980a98f6a0b7;2025-06-28 16:32:56;2860.43;BRL;Dra. Julia Caldeira;34.516.266/0001-95;Nubank;João Lucas Aragão;394.889.144-93;Itaú Unibanco;+551792543-3640;Telefone;Pagamento referente ao serviço 686;Concluída;0
4252196a-baa6-482d-9b40-76c86c0dd7f0;2025-07-02 05:16:56;4606.17;BRL;Arthur Correia;479.385.215-66;Caixa Econômica Federal;Maitê Araújo;45.332.650/0001-15;Itaú Unibanco;92.550.821/0001-71;CNPJ;Pagamento referente ao serviço 648;Estornada;0
2e00a0a8-3a20-4344-a25a-c4c240a028c8;2025-08-18 02:13:56;1741.59;BRL;Thomas Vieira;352.911.230-33;Itaú Unibanco;Sabrina da Luz;453.796.847-46;Banco Pan;user662@email.com;E-mail;Pagamento referente ao serviço 968;Estornada;0
76e9c2e0-da1d-4a67-b3f6-2f8df1ba0356;2025-08-10 04:53:56;1885.36;BRL;Mariana da Mota;799.500.132-17;BTG Pactual;Luiza Peixoto;96.968.645/0001-49;Itaú Unibanco;281.783.855-73;CPF;Pagamento referente ao serviço 240;Concluída;0
a19b791d-c7ae-47dd-b4f3-203d64a4b098;2025-07-17 03:51:56;79.42;BRL;Henrique Oliveira;43.615.322/0001-78;Bradesco;Letícia Souza;41.215.670/0001-15;Banco do Brasil;+555698756-2331;Telefone;Pagamento referente ao serviço 829;Pendente;0
16dedcb2-a368-40bb-8466-dc5863b6475a;2025-06-24 19:17:56;921.98;BRL;Emanuel Rodrigues;670.206.369-16;Santander Brasil;Erick Castro;316.973.730-82;Banco Pan;99.771.249/0001-65;CNPJ;Pagamento referente ao serviço 999;Estornada;0
dab7ca6b-d5a7-4e09-8200-6d5b19954542;2025-07-29 23:04:56;2349.21;BRL;Isabelly Melo;469.641.820-80;BTG Pactual;Ana Sophia Costa;706.449.468-93;BTG Pactual;27.593.472/0001-40;CNPJ;Pagamento referente ao serviço 849;Pendente;0
186593ba-6ac1-4401-bff1-40395d437900;2025-07-25 05:21:56;910.52;BRL;Dr. Antônio Carvalho;94.895.228/0001-92;Banco Pan;Sra. Alice Oliveira;93.512.753/0001-93;BTG Pactual;9061a0a8-fa60-410a-a713-f150265c179c;Chave Aleatória;Pagamento referente ao serviço 943;Estornada;0
dc93df70-2450-4660-8948-0da8fefb2eaf;2025-07-17 01:06:56;3386.44;BRL;Emanuella Vieira;609.273.376-20;Nubank;Esther Fernandes;38.737.799/0001-16;Banco Pan;user768@email.com;E-mail;Pagamento referente ao serviço 74;Concluída;0
8cbd421f-3b0f-42ac-b17b-c867d6e2df79;2025-08-16 18:41:56;838.24;BRL;Marina Dias;744.625.462-87;Itaú Unibanco;Dr. André Sales;899.159.100-56;Banco Pan;+556492612-3362;Telefone;Pagamento referente ao serviço 216;Pendente;0
8129d9f1-c693-454c-ae77-e7e85a2bb045;2025-07-17 03:27:56;909.13;BRL;Sra. Bárbara Novaes;251.991.229-87;Caixa Econômica Federal;Srta. Luana da Rocha;67.330.786/0001-61;Nubank;584.157.963-34;CPF;Pagamento referente ao serviço 783;Estornada;0
c4d4a57d-ef4b-4c98-9a6f-3c516999311e;2025-08-18 13:39:56;3511.07;BRL;Lorena Dias;77.756.971/0001-73;Santander Brasil;Vinicius Freitas;232.960.339-62;Santander Brasil;user961@email.com;E-mail;Pagamento referente ao serviço 653;Estornada;0
33d27e33-da24-4cd1-b74e-784682630c26;2025-07-23 04:17:56;111.68;BRL;Sabrina da Costa;69.893.224/0001-26;C6 Bank;Dra. Luana Fogaça;25.344.683/0001-82;Nubank;user223@email.com;E-mail;Pagamento referente ao serviço 67;Pendente;0
7a22be17-c899-4ea1-ba57-37765480b576;2025-07-06 07:58:56;3929.93;BRL;Sr. Davi Luiz Pereira;11.388.350/0001-74;Nubank;Caio Pires;116.296.869-95;Nubank;10.153.642/0001-85;CNPJ;Pagamento referente ao serviço 27;Concluída;0
a046ada8-f1ab-46fc-bb90-767506661abd;2025-07-08 12:09:56;2810.29;BRL;Sra. Ana Júlia Carvalho;603.763.426-11;Banco Safra;Nina Araújo;42.382.986/0001-98;Bradesco;+555991804-1098;Telefone;Pagamento referente ao serviço 323;Estornada;0
f6077213-872c-4067-a305-547bb09dd661;2025-07-24 22:44:56;901.97;BRL;Calebe Lopes;431.820.574-16;Banco Pan;Benício Nogueira;77.394.263/0001-29;Nubank;66.279.760/0001-13;CNPJ;Pagamento referente ao serviço 718;Pendente;0
d085063c-33f4-4dc3-957f-8da9c5d87e37;2025-06-26 03:39:56;2981.49;BRL;Daniel Novaes;22.825.637/0001-75;Banco Original;Alice Gomes;34.894.331/0001-63;Banco do Brasil;702.196.315-79;CPF;Pagamento referente ao serviço 232;Concluída;0
4bf4f5a6-ac60-409e-82aa-56243c8ad168;2025-06-30 21:39:56;4411.06;BRL;Bárbara da Costa;28.996.421/0001-31;Banco Safra;Dra. Letícia Ferreira;466.640.266-32;Santander Brasil;user18@email.com;E-mail;Pagamento referente ao serviço 558;Estornada;0
38047165-b28e-4949-bbf0-6347de636f2a;2025-08-09 16:32:56;2767.0;BRL;Maria Cecília Oliveira;98.674.335/0001-74;Banco Original;Fernando da Luz;70.201.768/0001-10;Itaú Unibanco;870.746.636-73;CPF;Pagamento referente ao serviço 335;Pendente;0
91f800b0-0bb5-40cc-8ea9-c36fd91d5297;2025-07-15 00:47:56;3051.22;BRL;Francisco Fogaça;559.686.777-74;Itaú Unibanco;Luiz Miguel Martins;57.100.674/0001-21;Caixa Econômica Federal;d1923af1-b764-4d8a-aa4a-1eba2599eb16;Chave Aleatória;Pagamento referente ao serviço 141;Estornada;0
86583dbf-73ab-4145-9730-f8925ed1b679;2025-07-10 03:27:56;3687.77;BRL;Srta. Helena da Conceição;948.186.666-27;Itaú Unibanco;Lara Vieira;519.550.799-57;Itaú Unibanco;368.803.943-16;CPF;Pagamento referente ao serviço 184;Estornada;0
1699f36d-55be-43a7-a8bf-c76afa4417cc;2025-08-01 15:31:56;3025.72;BRL;Levi Almeida;58.525.914/0001-19;BTG Pactual;Srta. Lara Rezende;668.263.325-95;C6 Bank;+556293386-4131;Telefone;Pagamento referente ao serviço 997;Concluída;0
447da1a9-2ee2-4d1d-8a22-7b3a0a8fceca;2025-07-10 07:46:56;4489.21;BRL;Breno Araújo;75.291.192/0001-37;Caixa Econômica Federal;Gabriel Lima;612.751.190-13;Banco do Brasil;82.306.339/0001-46;CNPJ;Pagamento referente ao serviço 476;Estornada;0
12e6267e-eca3-4dd3-9cc9-2a57272f5cc6;2025-07-30 06:20:56;2327.35;BRL;Dra. Lívia Barros;43.507.842/0001-11;Banco Original;Vitor Gabriel Silva;932.172.395-40;Nubank;37.897.697/0001-14;CNPJ;Pagamento referente ao serviço 228;Concluída;0
b4bbbcc3-6e49-4eca-986a-c45195d34e1a;2025-08-17 01:19:56;2808.82;BRL;Maria Julia Oliveira;59.797.132/0001-61;BTG Pactual;Isadora da Rocha;62.846.302/0001-38;BTG Pactual;183.524.468-90;CPF;Pagamento referente ao serviço 799;Pendente;0
405d08e5-9d44-4d80-ac36-bc080e2ce2b9;2025-08-15 21:48:56;672.22;BRL;Vitor Hugo Souza;15.722.290/0001-36;Nubank;Daniela Campos;21.556.903/0001-85;Bradesco;user975@email.com;E-mail;Pagamento referente ao serviço 939;Concluída;0
e861d229-83fd-4693-9c69-327cfeeb85c2;2025-07-23 14:18:56;4931.01;BRL;Clarice Oliveira;194.201.548-37;BTG Pactual;Ana Sophia da Mata;37.155.589/0001-98;Banco do Brasil;80.140.508/0001-34;CNPJ;Pagamento referente ao serviço 58;Estornada;0
a6bfb278-3118-4954-ac6e-61ba8d8624c6;2025-07-09 05:10:56;2083.7;BRL;Thiago Castro;66.865.735/0001-97;Santander Brasil;Ana Laura Castro;523.198.940-45;Banco Original;6c22d281-b156-4818-a28c-4e6419eed4fa;Chave Aleatória;Pagamento referente ao serviço 773;Estornada;0
4a5f2958-5c68-457e-9f58-6d36b616e67d;2025-07-22 01:24:56;3902.66;BRL;Dr. Davi Ribeiro;49.723.699/0001-23;Banco do Brasil;Maria Vitória Nunes;42.564.944/0001-46;Santander Brasil;+552592928-8434;Telefone;Pagamento referente ao serviço 272;Pendente;0
e81b223c-3325-4aae-8e06-1ed28716a0cd;2025-06-26 01:03:56;1010.76;BRL;Alícia Oliveira;523.472.221-46;C6 Bank;Guilherme Carvalho;44.779.925/0001-69;BTG Pactual;+555093856-8101;Telefone;Pagamento referente ao serviço 355;Pendente;0
7999e26a-2d10-4372-8bfe-559aa7f6b318;2025-07-02 08:55:56;315.65;BRL;Thiago Almeida;21.282.129/0001-79;Banco Original;Gabriel Cardoso;10.999.835/0001-79;BTG Pactual;user380@email.com;E-mail;Pagamento referente ao serviço 496;Estornada;0
473a7b23-b133-4740-92e9-15a5640678ea;2025-07-05 14:38:56;3472.65;BRL;Nicole Nogueira;17.918.650/0001-41;Banco Safra;Gustavo Henrique Novaes;77.304.275/0001-53;Nubank;+556494827-1531;Telefone;Pagamento referente ao serviço 152;Concluída;0
0d2ae395-a1cd-4b25-970c-489cef34ba8c;2025-06-23 07:50:56;2363.62;BRL;Yago Fernandes;93.118.216/0001-55;Itaú Unibanco;Antônio Barros;62.726.833/0001-86;Itaú Unibanco;user803@email.com;E-mail;Pagamento referente ao serviço 406;Concluída;0
71958afc-968d-42a0-939c-301ee8855e35;2025-08-07 17:34:56;2743.87;BRL;Erick da Cruz;566.155.171-18;Banco Inter;Sophie Pires;64.447.101/0001-83;BTG Pactual;user248@email.com;E-mail;Pagamento referente ao serviço 957;Estornada;0
052c5872-4403-4236-a06c-0fe09eee3483;2025-07-26 07:17:56;959.59;BRL;Sra. Sabrina Rezende;704.337.832-20;Banco do Brasil;Fernando da Costa;52.167.662/0001-99;Banco Original;user145@email.com;E-mail;Pagamento referente ao serviço 569;Pendente;0
4670f59c-d170-4252-80e0-56108fb012e8;2025-08-02 21:28:56;4011.77;BRL;Caio da Luz;23.887.725/0001-28;Nubank;Pedro Miguel Souza;343.647.234-66;Bradesco;0ab8cef7-a215-4de1-96ab-6acb02e0f30e;Chave Aleatória;Pagamento referente ao serviço 600;Concluída;0
819ee81a-c71d-4442-b517-dcd51f78772f;2025-06-30 06:14:56;296.63;BRL;Camila Duarte;23.618.730/0001-99;Caixa Econômica Federal;Luigi Lima;622.973.784-46;Bradesco;254f6b90-2bc8-41fa-a2ad-275683806001;Chave Aleatória;Pagamento referente ao serviço 358;Pendente;0
763c8c06-0431-443f-a60e-477fa35afd8d;2025-07-05 06:52:56;2680.14;BRL;Murilo Ribeiro;29.622.939/0001-14;BTG Pactual;Valentina Rodrigues;14.838.317/0001-77;Banco Inter;user224@email.com;E-mail;Pagamento referente ao serviço 751;Pendente;0
23c735c7-4c26-4848-a50d-0d5e745fc741;2025-07-24 20:24:56;4163.88;BRL;Srta. Maria Fernanda Dias;639.725.423-40;C6 Bank;Ana Carolina da Costa;619.269.266-51;Banco Inter;user157@email.com;E-mail;Pagamento referente ao serviço 512;Pendente;0
27e30a48-3616-43c7-ba26-209a55985135;2025-07-27 00:40:56;1691.72;BRL;Samuel Melo;91.302.611/0001-56;Banco Pan;Nicolas Almeida;47.461.847/0001-70;C6 Bank;+559094708-7804;Telefone;Pagamento referente ao serviço 525;Concluída;0
495281f5-0d64-4442-85fc-d95217aa4fa0;2025-08-08 20:40:56;4189.53;BRL;Esther Martins;60.619.931/0001-22;Banco Pan;Theo Lima;832.368.599-90;BTG Pactual;user3@email.com;E-mail;Pagamento referente ao serviço 195;Pendente;0
4784b300-d5f8-41d2-9e53-b03f50895c0c;2025-07-23 02:37:56;1571.69;BRL;Guilherme Fernandes;86.900.466/0001-80;Banco Original;Erick Cunha;355.809.752-64;Banco Inter;+553393042-2453;Telefone;Pagamento referente ao serviço 345;Pendente;0
8932e6e5-8ed2-4517-b1be-503bd1480868;2025-07-24 11:41:56;4589.33;BRL;Dr. Pedro Henrique Silveira;63.384.218/0001-32;Banco Pan;Daniel Ramos;744.295.873-63;Banco Pan;b85d5fe4-0fe8-4651-9fae-3fb460de5623;Chave Aleatória;Pagamento referente ao serviço 175;Concluída;0
1cce000c-23cb-459b-84e2-b68635efa647;2025-08-18 14:03:56;4797.14;BRL;Bruno Azevedo;783.773.314-94;Nubank;Manuela Ramos;541.945.499-51;BTG Pactual;d8a80251-8438-46a7-b7ee-f847d68203da;Chave Aleatória;Pagamento referente ao serviço 483;Pendente;0
bf32ce57-b172-4b12-a5d1-ab2b742806a7;2025-06-23 07:00:56;582.52;BRL;Enrico Cardoso;768.318.984-28;Santander Brasil;Maria Vitória Carvalho;758.314.796-44;Banco Original;67.572.506/0001-10;CNPJ;Pagamento referente ao serviço 21;Pendente;0
81a3db00-f3d0-49a7-8147-52978a1339a1;2025-07-15 13:08:56;1439.39;BRL;Sr. Gabriel da Rocha;948.646.754-40;C6 Bank;Thomas Jesus;632.171.669-21;Banco Original;374.959.199-99;CPF;Pagamento referente ao serviço 70;Estornada;0
e5d53416-ad01-4a14-97b2-f3a5e478f7e1;2025-07-27 09:11:56;1441.85;BRL;Laís Almeida;607.552.668-27;Itaú Unibanco;Maitê Teixeira;132.682.184-28;Nubank;120.863.939-15;CPF;Pagamento referente ao serviço 986;Estornada;0
fb8878c0-be32-43bb-af69-60e8b3e2c9c2;2025-07-09 04:46:56;289.61;BRL;Henrique Gomes;27.784.915/0001-65;Itaú Unibanco;Ana Julia Rodrigues;675.122.942-30;BTG Pactual;519.572.369-53;CPF;Pagamento referente ao serviço 44;Estornada;0
f0b2b894-7450-42cb-8212-509a8ad33990;2025-06-23 01:03:56;2180.22;BRL;Danilo Cardoso;61.827.424/0001-75;BTG Pactual;Pedro Rocha;82.895.816/0001-64;BTG Pactual;134.797.986-74;CPF;Pagamento referente ao serviço 989;Pendente;0
ca8def93-886b-467d-8c10-c80120079267;2025-07-14 07:33:56;3924.64;BRL;Rafael da Rosa;641.385.769-57;Itaú Unibanco;Kamilly Cunha;978.459.165-13;Caixa Econômica Federal;+558593490-4544;Telefone;Pagamento referente ao serviço 201;Pendente;0
885cbb8d-f6ca-49d4-ab45-b8d621a187d0;2025-07-19 05:04:56;1512.53;BRL;Stephany Nascimento;96.847.343/0001-91;Banco Original;Heitor Porto;60.238.175/0001-92;C6 Bank;+553991556-2984;Telefone;Pagamento referente ao serviço 285;Pendente;0
f4c0228c-1c36-4010-8c8d-c8a4db7d1474;2025-06-25 19:29:56;773.83;BRL;Nina Gonçalves;507.186.807-46;Banco Inter;Valentina Lopes;66.493.964/0001-89;Santander Brasil;783.971.117-77;CPF;Pagamento referente ao serviço 714;Estornada;0
52086dc0-ce09-425f-a4c0-3953ac50a247;2025-07-27 10:22:56;4196.57;BRL;Erick Dias;91.335.949/0001-60;C6 Bank;Lara da Mata;75.636.750/0001-17;Banco Original;+558791367-2856;Telefone;Pagamento referente ao serviço 410;Pendente;0
b77534ac-05de-45a3-9b45-7624d3728bb0;2025-07-18 16:59:56;2252.71;BRL;Fernanda Cunha;201.132.531-66;Nubank;Amanda Duarte;94.640.686/0001-72;Banco Inter;user89@email.com;E-mail;Pagamento referente ao serviço 808;Estornada;0
25767bca-d893-414f-af53-6797aa55f371;2025-06-29 06:51:56;3766.33;BRL;Srta. Laura Viana;82.998.115/0001-61;Bradesco;Dra. Stephany Nogueira;26.750.401/0001-61;C6 Bank;929.926.173-57;CPF;Pagamento referente ao serviço 750;Pendente;0
7b892e9b-b62f-4e36-97b0-7b913205da85;2025-07-25 07:10:56;2381.72;BRL;Nathan da Mata;371.832.898-42;Itaú Unibanco;Juliana Nogueira;74.696.134/0001-88;Caixa Econômica Federal;61.339.129/0001-95;CNPJ;Pagamento referente ao serviço 828;Estornada;0
7bc78a3a-7227-46b0-8f8e-2727ecaf241b;2025-07-22 00:46:56;3946.78;BRL;Dra. Ana Laura Duarte;508.110.786-91;C6 Bank;Rebeca Mendes;937.375.246-94;BTG Pactual;231.778.191-96;CPF;Pagamento referente ao serviço 464;Concluída;0
9dbf18ea-7ad6-4f88-bdc2-8c8c9bfe2e35;2025-07-07 09:20:56;7.17;BRL;Mariana Aragão;388.278.899-25;Itaú Unibanco;Noah Ferreira;84.394.721/0001-12;Banco Original;639.717.564-16;CPF;Pagamento referente ao serviço 749;Estornada;0
d70cf29d-6a28-473a-9018-6c9e72616a0d;2025-06-24 23:52:56;81.59;BRL;Vitória Moura;15.509.712/0001-33;Banco Inter;Guilherme Barros;187.737.439-75;Bradesco;user300@email.com;E-mail;Pagamento referente ao serviço 484;Pendente;0
a63cf444-dcd4-435f-bd66-50a376585c3a;2025-07-05 18:48:56;637.16;BRL;Alana Melo;35.587.442/0001-23;Banco Inter;Ana Júlia Araújo;52.518.167/0001-93;Banco do Brasil;2b4ff65b-b62a-4959-8b08-928192582853;Chave Aleatória;Pagamento referente ao serviço 158;Pendente;0
d47fdc94-5869-44a0-9b88-5a1324a941be;2025-06-28 11:57:56;3110.32;BRL;Letícia Peixoto;654.933.480-84;Banco Safra;Eduardo Monteiro;732.933.494-41;Santander Brasil;66.877.681/0001-76;CNPJ;Pagamento referente ao serviço 944;Estornada;0
b8acbe81-7bef-4605-b0d8-b92d8ef71dc2;2025-07-11 21:54:56;4390.63;BRL;Mariana da Mata;791.134.348-72;Banco Original;Sra. Isabel Novaes;999.216.598-67;Banco Safra;e5e2548a-3a1e-472b-9b96-7b1e1609f337;Chave Aleatória;Pagamento referente ao serviço 828;Concluída;0
eb45ddb5-8637-494f-8eca-4528569aae19;2025-08-10 02:52:56;3094.97;BRL;Srta. Isabel Jesus;53.833.279/0001-87;Santander Brasil;Milena Silveira;87.808.630/0001-13;Banco do Brasil;+552395375-9205;Telefone;Pagamento referente ao serviço 550;Pendente;0
295821b7-1a35-4a75-94be-a8bef8e0e1af;2025-06-28 16:56:56;2085.41;BRL;Matheus da Mata;342.185.536-66;Bradesco;Maitê Pinto;357.947.716-83;Itaú Unibanco;2a7fc94f-8e09-4a68-8a7f-b87c64a752f0;Chave Aleatória;Pagamento referente ao serviço 948;Pendente;0
9a62b99c-3bee-4943-877d-1fb2289b7eed;2025-07-25 22:13:56;4092.39;BRL;Yuri Castro;52.948.446/0001-98;Bradesco;Emanuelly Cavalcanti;56.296.261/0001-73;Caixa Econômica Federal;91.955.165/0001-48;CNPJ;Pagamento referente ao serviço 837;Concluída;0
7c75e36c-ce3b-4ff9-9f57-c6c23c717e26;2025-06-24 10:03:56;2050.42;BRL;Henrique Moreira;92.948.377/0001-50;Banco Pan;Alexia Costela;108.894.476-49;Banco Safra;+551095560-4245;Telefone;Pagamento referente ao serviço 489;Estornada;0
acb6db31-5d3c-472d-9b6b-c34b7c25c5d8;2025-08-19 01:38:56;4249.06;BRL;Ana Carolina Fernandes;368.483.414-97;Banco Safra;Sr. Cauã Nogueira;841.860.423-64;C6 Bank;daa6a4dc-4ba7-44f8-97c9-cb6bd6331952;Chave Aleatória;Pagamento referente ao serviço 497;Estornada;0
3da1ecef-8e0f-483c-9abc-5cf9ece38cc1;2025-07-16 22:47:56;1660.81;BRL;João Felipe Freitas;85.685.996/0001-11;Banco Safra;Augusto Ribeiro;73.905.405/0001-54;Banco Pan;bddc62cf-4061-4eb2-acc0-4e54bb8c92b2;Chave Aleatória;Pagamento referente ao serviço 477;Estornada;0
c4e07781-9108-487a-87b0-c7583afd2a7e;2025-08-15 11:13:56;479.95;BRL;Davi Ramos;78.598.138/0001-58;Banco Safra;Ryan Costa;42.831.984/0001-93;Banco Inter;700.638.775-49;CPF;Pagamento referente ao serviço 644;Pendente;0
96e1b2ee-9068-4510-92bc-63930d2bf9b6;2025-07-10 08:13:56;4001.26;BRL;João Pedro da Mata;84.412.957/0001-19;Banco Safra;Bianca Aragão;30.776.869/0001-40;Bradesco;+552395830-2681;Telefone;Pagamento referente ao serviço 750;Estornada;0
08281c8a-0bf3-4728-a4af-99f1208f1b8a;2025-07-23 18:57:56;1144.45;BRL;Renan Rezende;75.683.675/0001-27;Banco Inter;Enrico da Paz;992.342.653-27;Caixa Econômica Federal;35.931.514/0001-99;CNPJ;Pagamento referente ao serviço 147;Concluída;0
f1245e6e-ecd3-476c-adc7-85684c64f6f6;2025-08-11 22:58:56;2874.79;BRL;Emanuella Azevedo;26.691.135/0001-57;Banco Original;Sr. Rafael Rocha;956.519.883-71;BTG Pactual;69.360.322/0001-92;CNPJ;Pagamento referente ao serviço 132;Estornada;0
8242c226-db33-4800-ab7d-3ff54bfbc97d;2025-07-06 19:16:56;3305.9;BRL;Lara Castro;47.922.353/0001-11;Banco do Brasil;Maitê Ribeiro;664.624.471-20;Banco do Brasil;512.354.366-54;CPF;Pagamento referente ao serviço 718;Estornada;0
3d895e44-c223-4c23-a307-3bd72eb2c5eb;2025-07-27 07:12:56;729.31;BRL;Nicole Almeida;914.725.112-22;Banco Original;Carlos Eduardo Freitas;549.600.361-83;Nubank;98d1a0d5-056d-44b2-8f6b-1b3756a94d43;Chave Aleatória;Pagamento referente ao serviço 942;Estornada;0
8dc6e394-11bd-4649-baa7-a5c2704f6e9c;2025-07-30 13:02:56;4445.18;BRL;Isaac Barros;26.133.857/0001-40;Bradesco;Nina da Mota;40.738.835/0001-38;Nubank;b2e12fb9-53fb-4018-8186-445ed2f08528;Chave Aleatória;Pagamento referente ao serviço 257;Concluída;0
1e682003-2df0-4d75-9dbd-ee893d3264f8;2025-08-06 19:36:56;1697.3;BRL;Juan Caldeira;452.300.210-32;Bradesco;Srta. Alícia Peixoto;495.467.595-52;Nubank;user678@email.com;E-mail;Pagamento referente ao serviço 833;Concluída;0
4a07f6c3-ab00-4c33-8189-446158275f56;2025-07-11 19:30:56;2332.26;BRL;Gabriel Jesus;57.188.257/0001-37;Caixa Econômica Federal;Mariane da Cruz;33.787.873/0001-52;Bradesco;+555297932-7967;Telefone;Pagamento referente ao serviço 100;Concluída;0
